chr,en,num_words
ᏳᏂᏔᏕᎩᎠ ᎤᏂᏥ ᎠᏂᎩᏍᎨ.,When they were thirsty they ate snow.,7
ᏣᎵ ᏃᎴ ᏍᏗᏫ ᏚᏂᏁᏤᎴ ᎢᏴ ᏗᏗᏳᎾᎴᏗ.,Charlie and Stephen bade them stay back.,7
ᏃᎴ ᎣᏍᏓ ᎠᏗᏔᏍᏗ!,And what drinking!,3
ᎠᎹ ᎤᏁᎩᏒᏎ ᏣᏄᏏ.,Lurvy ran for a pail of water.,7
Ꮎ ᎠᏰᏟ ᎦᏙᎬ.,It was standing there in the middle of the road,10
ᎤᏔᎾᏃ ᎤᏓᏍᏕᏎᎢ.,And he took a great big bite.,7
"ᏒᎧᏔ ᎤᏂᏥᎸᏍᏗ ᎤᏍᏆᎸᎮ, ᏓᎦᎾᏬᏍᎨ ᎢᎦ.","It was apple—blossom time, and the days were getting warmer.",10
"ᎢᏓᏕᎲᏍᎪᎢ, ᏎᎦ ᎢᏕᎰᎢ, ᏕᏗᎵᏬᎪ.","We’re born, we live a little while, we die.",9
ᏚᏃᏴᎨ ᎠᏓᏅᏍᎬ ᎾᏍᎩᏯ ᎦᏓᏆᏟ-ᎤᏲᏨ ᏓᏛᏂᏍᏗᏍᎬ.,They clattered against one another like potsherds when he moved.,10
ᎣᏍᏓ ᎠᏗᏍᎦᎶᏗ ᏂᏚᏍᏕ ᎭᎾᎾ -  ᎣᏍᏓ ᎤᏚᏒᏗ ᏥᏍᏕᏥ.,There were good hiding places there—excellent cover for a rat.,10
ᎭᏂ ᎬᎩᏂᎬᎦ.,I’m needed here right now.,5
ᎤᏍᏗ ᎦᏚᎲ ᏩᏯ ᏧᏙᎢᏓ.,A little village called Wayah.,5
”ᏙᎢᏳᏍᏗ ᎤᏰᎸᏗ?” ᎤᏛᏛᏁ ᏫᎵᎻ.,“What’s that mean?” asked Wilbur.,5
“ᎰᎵᏍᎦᏍᎪᏃ?” ᎤᏛᏛᏁ ᎪᏱᏁᎢ.,"“Well, do you understand it?” asked Mrs. Arable.",8
"ᎤᏒᎮᏱᏣ ᏄᎵᏍᏔᏁᎢ ᎠᏂᎪᏕᏍᎩ ᎤᎾᏤᎵ ᏐᏈᎵ ᏃᎴ ᏩᎦ ᏧᏂᏍᏆᏂᎪᏙᏗ, ᏃᎴ ᎤᏩᏙᎯᏴᏓ ᏄᏍᏕ.","Twilight settled over Zuckerman’s barn, and a feeling of peace.",10
ᏤᏍᏗ ᏱᏣᎴᏃᎴᏍᏗ!,Now don’t get lost!,4
ᎩᎶᎨ ᎤᎾᎵᎪ?,With anyone else?,3
ᎠᎬᏱ ᎪᎨ ᎤᎵᎮᎵᏍᏗ ᏄᎾᎵᏍᏔᏁᎰ ᏥᏍᏆ.,Early summer days are a jubilee time for birds.,9
"ᎤᏟᏍᏓ ᏚᎴᏁ ᏫᎵᎻ, ᎧᏁᏍᎬ ᏗᎦᏟᎮ.","Wilbur, who was asleep in the straw, jumped up.",9
ᏌᎳᏓ ᏓᏏᎳᏛᎥᏍᎨ.,Charlotte was building a web.,5
”ᏏᏆ ᎤᏅᎪᏨ!,“Pig’s out!,2
ᎡᎳᏗᏣ!,Descend!,1
ᏥᏛᏦᏱᎵᏐ ᎢᏳᏍᏗ ᏄᎵᏍᏔᏁ ᎤᎧᏛ.,He seemed almost ready to cry himself.,7
ᏗᎨᏥᎢᏍᏗᏗ ᎤᏂᏍᎦᏅᏨ.,They’ve committed a capital crime.,5
"ᎩᏲᎵᎸᎭ ᏈᏍᎦ ᎠᎴ ᎡᏈᎳ, ᎠᎴ ᎣᏁᏏᏉᎳ ᏚᏓᏘᏅᎥᎢ.","Salute Prisca and Aquila, and the house of Onesiphorus.",9
ᎣᎯᏍᏙᏗ ᎦᏓᏅᏖᏍᎪ ᎠᏋᏌ ᏱᎩ.”,“I can think better if I think alone.”,8
ᎤᏛᏛᏅ ᎠᏌᎻᏓ.,Smith asked.,2
ᎨᏍᏗ ᎯᎸᎯᏳ ᎤᏓᏅᏘ ᏱᏂᏥᏪᏎᎰ ᏥᏍᏕᏥ.,Never a kind word for a rat.”,7
ᎠᎴ ᎾᏍᎩ ᎯᎠ ᏅᏓᏓᏛᏁᎵ ᎢᏳᏃ ᎤᏁᎳᏅᎯ ᏱᎦᎵᏍᎪᎸᏓᏁᎸ.,"And this will we do, if God permit.",8
ᎤᏓᎴᏨ ᏄᎵᏍᏔᏁ ᎤᎧᏛ ᎡᎶᏗ.,A queer look came over John Arable’s face.,8
“ᎦᏨ ᏧᏍᏆᏴᏍᏗ?” ᎤᏛᏁ ᎬᏣᏗ.,“Where’s Templeton?” he demanded.,4
"ᎤᏔᎾ ᎩᎦᎨ ᏒᎦᏔ ᏂᏨᏅᏓ, ᎤᏓᏙᏎᎴᎢ.","You have a big red apple, he said.",8
“ᏣᏏ ᏯᏕᏠᏆᏍᎦ.”,Not learning yet.,3
ᎤᎵᎮᎵᏍᏗ ᎢᎦ ᏄᎵᏍᏔᏁᎴ ᏫᎵᎻ.,It was a happy day for Wilbur.,7
ᎬᏲᎵᎭ!,Salutations!,1
"ᏩᎭᏯᏃ, “ᎭᏩ,” ᎤᏛᏁ, ᏎᎦᏨ ᎦᏬᏂᏍᎦ.","Okay, said Wolf, barely speaking.",5
ᏕᏣᏏᎳᏛ ᏣᎩᎳ?”,Are you on your web?”,5
ᎤᏟᏂᎪᎲᏍᏗᏍᎨᎢ ᎾᏂᏪᏍᎬᎢ.,The words gave her courage.,5
ᏤᏍᏗ ᏣᎴᏫᏍᏔᏅ ᏃᏉ.,Don’t stop now.,3
ᏴᏫ ᎤᏂᏁᏨᎯ ᎠᎴ ᏧᎾᏕᏲᏅᎯ? ᎾᏍᎩ ᏞᏍᏗ ᏣᏒᏂᎸᎩ; ᏞᏍᏗ ᎤᏍᏗᎤᏅ ᏣᎬᎩ; ᏞᏍᏗ ᏣᏱᏙᎸᎩ;,"Handle not, nor taste, nor touch",6
"”ᏴᎦᏥᏲᏍᏓᏗ,” ᎤᏛᏁ ᏧᏍᏆᏴᏍᏗ.","“I won’t break it,” snarled Templeton.",6
ᎠᏰᎵᏒ ᏂᎦᏓ ᏍᎪᏯ ᏧᏒᎲᏍᏗ ᎣᏏᏉ ᏂᎦᎵᏍᏗᏍᎨ.,Her campaign against insects seemed sensible and useful.,8
“ᎤᏍᏆᏂᎩᏗᏍᎪ ᎮᎵᎠ?”,Don't you think that’s fascinating?”,5
ᎤᏗᎴᎩ ᏄᎵᏍᏔᏏ.”,“The heat is too much for him.”,7
"ᏕᏣᏓᏠᎮᏍᏗ, ᏕᏥᏨᏍᏛᏃ ᏓᏓᏪᎵᎩᏍᎨᏍᏗ.","Let your loins be girded about, and your lamps burning;",10
“ᎬᏲ--ᏙᎩᎢᏳᏍᏗ?” ᎤᏪᎷᏁ.,“Salu-what?” he cried.,3
ᎨᎵᏍᎬ ᎠᏆᏘᏲᏍᏛ ᎪᏟᏍᏗ ᎨᏒ ᏃᎴ ᎫᏩᎾᏛᏓᎮᎸᏗ ᏱᎨᏒᎾ.,I thought my argument was simple and unassailable.,8
ᏂᎬᎾᏛ ᎠᏁᎰ ᎥᏳᎩ ᎠᏂᏱᏙ.,Bacteria are almost everywhere.,4
"”ᎯᎠᏃ ᏂᏕᎦᏪᏍᎨᏍᏗ, ᎠᏂᎪᏕᏍᎩ ᎤᎾᏤᎵ ᏗᎦᏃᏣᏟ ᏏᏆ ”",“They should say Zuckerman’s Famous Pig.”,6
"ᎢᏓᎪᎲᏍᏗ ᎤᏓᏁᎸᎢ, ᎠᏎᎯᏅ.","Let's burn down his cabin, they cried.",7
ᎠᎵᏰᎾ!,Aranea!,1
ᎠᎦᏍᎩ ᎤᏲᏍᏔᏁᎴ ᎤᏓᏅᏖᎸ ᏫᎵᎻ.,Rain upset Wilbur’s plans.,4
ᏧᎾᏟᏍᏗ?,Fighting?,1
"ᎦᎵᎡᎵᎩ ᏕᎩᎾᏦᏒᎢ ᎤᎬᏍᏕᎵ, ᎤᏛᏁ ᎤᏍᏗ ᎠᏣᏗ.","Littlefish replied, It is very nice to meet you, Knottyhead.",10
ᎤᏰᏤ ᎡᎶᏗ.,Mr. Arable smiled.,3
ᎣᏂᏱᏃ ᎠᎨᏴ ᎾᏍᏉ ᎤᏲᎱᏒᎩ.,Afterward the woman also died.,5
ᎢᏤᏍᎩᏃ ᎩᎦᎨ-ᎠᏗᏔᏍᏗ ᎠᏎ ᏗᏤ ᏗᏑᏢᏛ ᏗᏟᏍᏙᏗ; ᎩᎳ ᎿᏉ ᎢᏧᎳ ᏂᏗᎬᏩᏍᏙᎢ,But new wine must be put into fresh wine-skins.,9
ᎠᏎᏃ ᎠᎦᏔᎾᎢ ᏧᏪᏥ ᏂᎦᏛ ᎣᏏᏳ ᎢᎬᏩᏰᎸᎭ,And wisdom is justified of all her children.,8
ᏣᎶᏅᎮᎭ ᏣᏂᏴᏗᎯ-ᏂᏴᏗᎯ.,He’s trying to lure you back into captivity-ivity.,8
“ᎦᏨ ᎮᏙᎭ?” ᎤᏛᏛᏁ ᏫᎵᎻ.,“Where are you?” asked Wilbur.,5
”ᏙᎢᏳᏍᏗ?”,“Yes?”,1
ᎠᎼ ᎡᎳᏗ ᏄᏛᏁᎸ.,She bent her knees and sank below the water.,9
ᎣᎭᏁ ᎢᏴ ᎩᎳ ᎤᎾᏓᏅᏖᏙᏗ.,Content to let worrying wait for later.,7
ᎤᎵᏍᏗ ᏄᎵᏍᏔᏁᎮ ᏣᏄᏏ.,Lurvy felt weak.,3
ᎢᎦᏓ ᏧᎾᏦᏍᏗ ᎠᎩᏍᏗ Ꮎ ᏍᎩᏅ ᎭᎴᏉ ᏂᏙᎩᏨᏍᎪ ᏦᏥᏅᎪᎢ.,Some have an acid taste that almost stings our tongues.,10
“ᎠᏆᏓᏓᏏᎾᎲᏍᏙᏗᎩᏉ ᎤᏪᎷᏁ ᏲᎾ ᎤᏤᏍᏙ.,“Control myself?” yelled Fern.,4
ᎤᏛᏅ ᎠᏓᎦᏘᏕᎯ.,the clerk said.,3
ᎠᏥᎸᏳᎵ ᎾᎥᏂ ᎤᎴᏫᏍᏔᏅ ᏣᎵ.,Charley walked partway to the fire and stopped.,8
“ᎤᏙᎱᏳᎭᏍᎪ? ᎤᏛᏛᏁ.,“Is this true?” he asked.,5
ᎦᏄᎸ ᎯᎦ!,Eat grass!,2
“ᏰᎵ ᎤᎵᏍᎨᏓ ᏍᎩᎾᎾ ᏏᏆ ᎠᎾᏗᎭ.”,“They say he’s quite a pig.”,6
Ꭷ ᎦᏙᎯ ᎨᏎ ᎯᎠ ᎠᏍᎦᏯ ᏍᏏᏉᏯ? ᎡᏙᏓ ᎠᏆᏛᏛᏅ.,"Now, who was this Sequoyah? my father asks.",8
"ᎡᏣᎪᎾᏓ, ᏫᎵᎻ.","I guess you're licked, Wilbur.",5
ᎭᏫᏂ ᏓᏳᏓᎴᏅ ᎤᏛᎸᎮᎢ ᏫᎵᎻ.,Wilbur heaved a great sigh of relief.,7
"”ᏣᏂᏏᏗ ᎮᎾᏗᎾ,” ᎤᏛᏁ ᏌᎳᏓ.","“Go along to bed, then,” said Charlotte.",7
"ᏃᎴ ᎤᏐᏱ, ᎨᎦᏑᏯᎩᏍᏗ ᏱᎨᏒᎾ.","And, similarly, we were left with no choice.",8
"”Ꭳ, ᎨᏍᏗ ᏯᏆᏅᏔ,” ᎤᏛᏁ ᏫᎵᎻ.","“Oh, I don’t remember,” said Wilbur.",6
ᎠᎴᎾ ᎤᏩᏌ.,Maybe alone.,2
"“ᏙᏳ ᏥᏍᎦᎢᎭ,” ᎤᏛᏁ ᎠᎳᏂ.","“I’m scared to death,” whispered Mrs. Zuckerman.",7
ᎦᏄᎸ ᏗᏗᏂᏃᎩᏍᎨᎢ ᏔᎳᏚ.,The crickets sang in the grasses.,6
ᎾᏍᎩ ᏧᏍᎩᏃ.,A hell.,2
“ᎭᏂ ᎦᎸᎳᏗᏣ.”,“I’m up here.”,3
ᎤᎵᎮᎵᏍᏗ ᎤᏓᏅᏖᎢ.,He felt very happy.,4
ᎾᎯᏳᎮᏃ ᏥᎨᏒ ᎤᏟ ᎢᎦ ᎡᎳᏗᏊ ᎣᏤᏙᎯ ᎨᏒ ᎢᎸᏢ ᏲᎨᎾ.,Back then our mobility was by foot.,7
ᎠᏴᏃ ᏃᏊ ᎠᎩᏍᎦᏍᏓᏁᎲ ᎤᎴᏅᎲ.,Then I began to get scared.,6
”ᎣᏍᏓᏗ ᎨᏎᎢ!”,“Isn’t that nice!”,3
ᎩᎶ ᎤᏓᏅᏖᏗ ᎨᏎᏍᏗ.,Those had been the decisions someone needed to call.,9
“ᎤᎸᏕᎦ.,“He’s fainted.,2
ᎠᎹ ᎨᏴ ᏭᎶᏒ.,She walked into the river.,5
"“ᎾᏍᎩᎩ!” ᎤᏛᏁ, ᎤᏲ ᎤᏰᎸᎯ.","“So!” he said, in disgust.",5
ᎧᏁᏍᎬ ᎤᎾᏏᏁ ᏧᏍᏆᏴᏍᏗ.,Templeton lay back in the straw.,6
ᏣᏉᎩ ᎣᏍᏓ ᎠᎩᏰᎸᏍᎩ ᏱᎩ ᎠᏆᏛᏅ.,"Apparently not one of my well-wishers, I said.",8
ᏱᏗᏙᏪᎵ ᎤᏝᏂᎩᏓ ᏱᏂᎬᎦ.,Writing will make us strong.,5
ᎲᎦ ᎢᏳᏓᏅᎯᏓ ᏫᎦᎶᎯᏍᏗ?,How far do we have to go?,7
"“ᏌᎳᏓ, ᏙᎢᏳᏍᏗ ᏫᏣᏍᏕᎵᏛᎢ? ᎤᏛᏛᏁ ᏫᎵᎻ.","“Charlotte what?” asked Wilbur, eagerly.",5
“ᏛᎦ ᏕᎯᏯᎩᏍᎪ?” ᎭᏫᏂ ᏓᏳᏓᎴᏅ ᎤᏛᎴᎮ ᏫᎵᎻ.,“You mean you eat flies?” gasped Wilbur.,7
ᎩᎳᏉᏃ ᎢᏴᏛ ᏚᏂᏲᏎ ᏗᎦᏯᎷᏗ ᎠᎴ ᎬᏩᏍᏓᏩᏛᏎᎢ.,"And they straightway left the nets, and followed him.",9
ᏙᎢᏳᏍᏗ ᎠᎵᏍᏆᏙᏗ ᎧᏃᎮ?,What end does that suggest?,5
"ᎠᎻᏟᏯ ᎡᏥᏲᎵᎸᎭ, ᎾᏍᎩ ᏥᎨᏳᎢ ᎢᏧᎳᎭ ᎣᏍᏙᎯᏳᎲᏍᎩ ᎤᎬᏫᏳᎯ.",Salute Ampliatus my beloved in the Lord.,7
"“ᏍᎩᎾᎾ ᏥᏍᏕᏥ,” ᎤᏛᏁ ᏲᎾ ᎤᏤᏍᏙ.","“He’s the rat,” replied Fern.",5
ᏆᏏᏗᏱᏃ ᎤᏂᎶᏐᏅ ᏆᎻᏈᎵᏱ ᏭᏂᎷᏤᎢ.,"And they passed through Pisidia, and came to Pamphylia.",9
ᏃᎴ ᎧᎪ ᏂᎯ?”,And who are you?”,4
"ᎩᎳᏈᏴ ᏄᏓᎴ ᏭᏃᎮᎸ ᏣᎵ, ᏂᏕᎬᏁᎲ ᎾᏂᏏ ᏱᏚᏩᏰᏫᏌ ᏧᏑᎶ.","Then, without transition, Charley told how Nancy tailored his pants.",10
”ᏙᏱ ᏫᎧᎲᎦ ᏍᎩᎾᎾᏂ!” ᎤᏛᏁ ᎠᎳᏂ.,“Take that thing out of here!” said Mrs. Zuckerman.,9
“ᏙᏕᏣᏙᎠ? ᎤᏓᏅᏘ ᎤᏓᏛᏛᏁ.,"“May I have your name?” she asked, politely.",8
XXII. ᎤᎦᏃᏩ ᏚᏃᏄᎥᏍᎬ,XXII. A Warm Wind,4
”ᏃᏥᎥ ᎣᎩᎸᏉᏗ.”,“We all do.”,3
ᎢᎦᏓ ᏅᏬᏘ.,Some for medicine.,3
ᏝᏃ ᎪᎱᏍᏗ ᏗᎬᏙᏗ ᏱᎦᎩ ᎯᎠ ᏥᏚᏟᎶᏍᏗ ᎠᎴ ᏥᏚᏬᏪᎳ.,They saw no use for writing.,6
"“Ꭵ, ᎤᏙᎯᏳᎯ!",“Yes indeed!,2
"“ᎭᏩ,” ᎤᏛᏁ.","“All right,” he said.",4
"ᎾᏃ ᎤᏍᏗ ᎠᏧᏣ ᎯᎠ ᎤᏥᏪᏎᎴᎢ, ᏂᎯᎾᎲ!","The little boy said, Look at you!",7
"Ꮳ ᎪᎰᏍᏗ, ᏥᏲᏎᎸ.","No, I said.",3
“Ꮘ-Ꮘ-Ꮘ!”,“Bee-bee-bee!”,1
ᎢᏧᎳ ᏧᏬᏰᏂ ᏗᎬᏗ ᎠᎩᎨᎯᏙᎸ.,He motioned me away with flicks of his two hands.,10
ᏗᏥᎦᎵᏰᏃ ᎬᏗ ᏥᎪᏩᏛ ᏣᏤᎵ ᎠᎵᏍᏕᎸᏙᏗ.,"For mine eyes have seen thy salvation,",7
"ᏐᏉᎯᎭ ᏓᏂᏏᎳᏛᎥᏍᎨ, ᏌᎳᏓ ᏧᏪᏥ ᎠᏂᎨᏳᏣ.","On each web, working busily was one of Charlotte's daughters.",10
ᎤᏍᎦᏃᎵ ᎤᎵᏖᎸᏁ.,Sluggishly it rose to life.,5
”ᏩᎶᏏ ᏣᎧ---ᏣᏉᏍᎪ ᏰᎵᏉᏱᎩ?”,“You’ve got a frog—isn’t that enough?”,6
“ᎯᏍᎪᎵ ᎦᏣᏄᎳ ᏫᎦᎷᎩ ᎩᎦ.”,“Let the blood rush to your head!”,7
ᎦᏙ ᎢᏳᏍᏗ ᎤᏰᎸᏗ?,For what?,2
"ᎨᏍᏗ ᎪᎱᏍᏗ ᏱᎧᏔᎭ ᏧᏪᏥ ᏗᏗ ᎤᏰᎸᏗ, ᏫᎵᎻ.","“You don’t know the first thing about egg laying, Wilbur.",10
ᎠᎾᏓᏤᎵᏃ ᏫᏚᏐᏍᏔᏁᎢ ᏚᏏᎳᏛ ᎠᎹ ᎨᏴᎢ.,This cousin of hers built a web across a stream.,10
"”ᎠᏂᎪᏕᏍᎩ ᏫᏗᏏᎸᏂᏏ,” ᎤᏬᏎᎴ ᏲᎾ ᎤᏤᏍᏙ ᎪᏱᏁᎢ.","“Call up the Zuckermans,” suggested Mrs. Arable to Fern.",9
ᏧᏳᎪᏗ ᏍᎩᎾᎾ?,How could that be right?,5
ᎦᎵᏃᎡᏔᏅ ᎠᎾᎲᏍᎩ ᏧᏂᎷᏫᏍᏔᏁᏗ ᏃᎴ ᏗᎨᏥᏅᏏᏙ.,I talked with seat-fillers in various departments and agencies.,9
ᏃᎴ ᏂᎬᎾᏛ ᎣᏍᏓ ᎠᏗᏍᎦᎶᏗ ᏃᎴ ᎣᏍᏓ ᎦᏃᎯᎵᏓᏍᏗ.,And everywhere good hiding and good hunting.,7
ᏥᏍᏛᎾ ᎢᏳᏍᏘ ᎠᎵᏖᎸᎮᏍᎨ ᏣᎵ.,Charley moved jittery as a crawfish.,6
ᎠᏲᎱᎯᏍᏗ ᎨᏒ ᎾᏍᎩ ᎤᎵᏍᏆᎸᏗ ᎤᏍᎦᎩ ᎠᏥᏛᏙᏗ ᎨᏒᎢ.,The last enemy that shall be abolished is death.,9
ᏍᏓᏯ ᎦᏬᏂᏍᎩ ᏂᏧᏪᏎ: ᎯᏣᏛᎦᏍᏓ!,"An enormous voice over the loudspeaker said: “Attention, please!",9
ᎠᏓᏁᎸᏃ ᎢᏥᏴᎭ ᎢᏥᏲᎵᎮᏍᏗ.,"And as ye enter into the house, salute it.",9
"”ᎾᎥᏂ ᎢᎦ,” ᎤᏪᎵᏎ.","“Day is almost here,” he thought.",6
”ᏙᎩᎢᏳᏍᏗ?” ᎤᏛᏁ ᏫᎵᎻ.,“What?” said Wilbur.,3
ᏃᎴ ᏧᏳᎪᏗ ᏂᏚᏩᏁᎴ ᏚᏄᏌᏛ.,He straightened his whiskers.,4
ᎧᎪ ᎤᏓᏅᏖᏗᏍᎪ ᏄᏛᎾᏕᎬ ᏧᏍᏆᏴᏍᏗ?”,Who cares anything about old Templeton?”,6
ᎦᏲᏟᎨᏉ ᏱᏃᏥᎠ.,"Well, fewer of us than that.",6
ᎲᎦ ᎢᎪᎯᏓ ᏓᏟᏰᎵᏙ ᎤᏣᎩᏍᏗ ᏌᏌ?”,How long does it take a goose egg to hatch?”,10
ᎤᎵᏍᏆᏙᏂᏓ ᎠᎾᏓᎪᎾᏗᏍᎬᎢ.,The Fair is almost over.,5
ᏂᎦᏛ ᏕᏥᎸᏫᏍᏓᏁᎲ ᎠᏓᎨᏳᏗ ᎨᏒ ᎢᏨᏗᏍᎨᏍᏗ.,Let all that ye do be done in love.,9
ᎬᏃᏓ ᏩᎶᏏ ᎦᏁᎮᎢ ᎡᎳᏆᏗ.,Avery carried a live frog in his hand.,8
“ᎬᏲᎵᎭ!” ᎤᏛᏁ.,“Salutations!” it said.,3
ᎠᏴ ᎾᏍᎩ ᎾᎦᏚ ᎠᏛᏂᏗᏍᏙᏗ.,I am the bread of life.,6
ᏓᏘᎪᎯᏗ.,Of course you will.,4
ᎤᏩᏓᎷᏯᏛ ᎬᏗ ᏚᏲᎵᎴ ᏃᏗ ᏭᏓᏬᎡ ᏫᏥ.,He waved to them with his fin and swam on.,10
ᎤᏲ ᎤᏓᏅᏖᏗ ᏱᏗᎲᏏ.,That would put ideas into his head.,7
ᎧᏁᏍᎦ ᏃᎴ ᏗᎩᏏ ᎢᏳᏍᏗ ᎠᏒᎨ.,It smelled of hay and it smelled of manure.,9
ᎠᏛᎩᏍᎨ ᏍᏔᏯ ᎠᎾᏛᎵᏍᎬ ᎤᏂᎾᎷᏏᏗᏒ.,He heard them wheeze in their effort.,7
ᏎᎦᏨ ᎤᏂᎷᏤ ᏌᎳᏓ ᏧᏤᎵ ᏗᏂᏲᏟ.,Charlotte's children were here at last.,6
ᏧᏍᏆᏴᏍᏗ ᎨᏍᏗ ᎯᎸ ᎠᎪᏩᏛᏗ ᏱᎨᏎᎢ.,Templeton was nowhere to be seen.,6
“ᏗᎨᏥᎾᏌᎢ ᎠᎾᏟᏃᎮᏍᎪ ᎠᏗᏍᎬ.,“Fern says the animals talk to each other.,8
ᎤᏍᎦᎣᏅ ᎨᏎ ᏫᎵᎻ.,Poor Wilbur was dazed and frightened by this hullabaloo.,9
"”ᏍᏈᏯ ᎦᏓᏅᏖᎭ,” ᎤᏛᏁ ᏫᎵᎻ.","“Too many things on my mind,” said Wilbur.",8
"“ᏁᎳᎩ ᏫᎦᎵᏬᎩ,” ᎤᏛᏁ ᏥᏍᏕᏥ.","“Let him die, said the rat.",6
"“ᏣᏥ ᎣᎩᎾᎵ ᎨᏒᎩ,” ᎤᏛᏁ ᏫᎵᎻ.","“I am an old friend of your mother’s,” said Wilbur.",10
ᎾᏃ ᎠᏧᏣ ᎢᎦᎢ ᎠᎵᎮᎵᎬᎢ.,The boy was so proud.,5
“Ꮘ-Ꮘ-Ꮘ!”,“Bee-bee-bee!”,1
ᏣᎳᎩ ᎠᏰᎵ ᎤᎵᎮᎵᏤ ᏍᏏᏉᏯ ᏚᏬᎷᏩᏛᎲ ᏗᎪᏪᎶᏗ ᏣᎳᎩ.,The Cherokee Nation praised the writing Sequoyah invented.,8
"”ᏥᎭᏓᏅᏛᎳ, ᏥᎭᏓᏅᏛᎳ!” ᎤᏪᎷᏁᎢ ᏌᏌ.","“Reconsider, reconsider!” cried the goose.",5
"“ᏲᎾ ᎤᏤᏍᏙ ᎤᏰᎸᏗ,” ᏚᏬᏏᏌᏁ.","“It’s about Fern,” she explained.",5
"”ᎭᏩ,” ᎤᏛᏁ ᏌᎳᏓ, ”ᏨᏌ ᎭᏓᏌᎳᏗᏍᎨᏍᏗ.","“Well,” replied Charlotte, “you must try to build yourself up.",10
"“ᎠᏯᏗ ᏍᏉ,” ᏃᎴ ᏦᎢᏁ ᏄᏪᏎᎢ.","“So am I,” said a third voice.",7
"ᏰᎵ ᎾᏂᎥ ᏗᏂᏲᏟ, ᎠᏂᏰᎬ ᏚᏂᏲᏏᏍᎬ ᏃᎴ ᏓᎾᏦᎭᏱᎲ.","There were several children, all wakening and hungry and crying.",10
ᎭᏕᏬ.,"Oh, no.",2
ᎤᎧᎵᏤ ᎤᏓᏅᏙᎩ ᎠᎵᎮᎵᎬ ᏫᎵᎻ.,Wilbur’s heart brimmed with happiness.,5
"ᏃᏉᏃ ᏣᏁᎳ, ᏃᏉᏃ ᏐᏁᎳ.",Then eight. Then ten.,4
ᎤᎵᏍᏛᏧᏁ ᏣᎵ ᎭᏫᏂ ᎤᏛᎴᎮ.,"Charley still sat, breathing deep.",5
ᎠᏆᏚᏓᎳ.,I have responsibilities.,3
ᎤᏍᏆᏂᎩᏗ ᏄᎵᏍᏔᏅ ᎤᏃᎮᎴ ᎠᎵᏥᏙᎲᏍᎩ.,The minister explained the miracle.,5
"“ᎧᎹ! ᏏᏛ ᏔᎵ ᏕᎯᏂᏅᏌᏓ,” ᎤᏛᏁ ᏥᏍᏚ.","Now! You still have two feet, said Rabbit.",8
“ᏎᎦᏨ ᏕᎯᏕᏦ ᏕᏣᏏᎳᏛ.”,“You almost never leave your web.”,6
ᏧᏒᎯᏓ ᏥᏯᎥ ᏴᏫ ᏗᏘᏂᏙᎯ ᏥᏯᎥ ᎠᏥᎳ ᏓᏆᎴᎳ ᏧᎷᎯᏍᏗ.,Days on the stage to the railhead.,7
ᏏᎮᎾ ᏂᎦᏓ ᎤᏩᎾᏙ ᎤᏤᎸᏍᎰ ᏩᎭᏯ,Wolf still pretends he knows everything.,6
ᎤᏂᏃᏕᎾ ᏓᏂᎾᏆᏗᏍᎨᎢ.,The sheep loathed them.,4
ᎪᎨᏱ ᏏᏆ ᏂᎯ?”,Are you a spring pig?”,5
"ᎿᏉᏃ ᏂᎦᏛ ᎠᎾᏛ ᎤᎾᏗᏓᏁᏎᎢ, ᎠᎴ ᏚᏂᏥᏃᏍᎦᎸᎮ ᏚᏂᏨᏍᏛᎢ.","Then all those virgins arose, and trimmed their lamps.",9
ᎾᏍᎩ ᎩᎶ ᎤᏇᏓᎵ ᎨᏒ ᎤᏢᏈᏍᏗᏱ ᏂᎨᏒᎾ ᎾᏍᎩ ᎠᎦᏔᎲᎢ.,that no flesh should glory before God.,7
ᎭᎾ ᎢᏣ ᏖᏏᏒ.,Where you’re going.,3
ᎤᏍᎦᏃᎵ ᎤᏏᏃᎴ ᏓᏆᎴᎳ ᎠᏌᏅᏙᏗ ᏏᏆ ᎤᏴᏍᏗ ᎾᎥ ᏃᎴ ᎤᎴᏫᏍᏔᏁ.,The truck backed slowly to the pigpen and stopped.,9
“ᎨᏍᏗ ᏥᎾᏆᏟᏂᎬᎬ ᏯᏆᏟᏂᎬᎦ ᎯᎪᎢᏳᎳ.,I don’t seem to have the energy I once had.,10
ᎤᏌᎨ ᎢᏳᏍᏗ ᎤᏬᏂᏎ ᎠᏎᏃ ᎤᏓᏅᏘ.,"It sounded rather thin, but pleasant.",6
ᎨᏍᏗᏰᏃ ᏚᏳᏂᏍᏗ ᎤᏂᎦᎾᏍᏓ ᎢᏳᏍᏗ ᏱᎩ ᎢᎯ.,You’re no bundle of sweet peas yourself.,7
Ꭷ ᏤᏍᏗ ᏱᏍᏆᏘᏲᏍᏗᏍᎨᏍᏗ ᏃᎴ ᏫᏢᎾ!”,Now stop arguing and go get some sleep.,8
ᏙᏳ ᎠᏉᏚᎯ ᎯᎧᏔᎭ.”,I'm too pretty as you know.,6
ᎾᏉᏗ ᏓᏯᎢ.,Here he comes now.,4
ᏙᎠᏆᏛᏁᏗ ᎠᏆᎴᏅᏗ?”,How do I start?”,4
ᎩᎦᎨ ᎩᎦ ᎤᏁᎲ.,Her red blood.,3
